1,1,6,6.6741,-4.3513,-1.4519,0.32691,0.0084139,1
1,1,7,6.5218,-5.6101,-0.63455,0.26615,0.020422,1
1,1,8,6.4025,-6.2382,0.18876,0.23567,0.026476,1
1,2,6,6.4996,0.37545,-1.7543,0.28917,0.0049213,1
1,2,7,5.0292,3.5403,-0.92692,0.095,0.017082,1
1,3,6,8.0402,5.0645,-1.9139,0.28426,0.010731,1
1,3,7,7.9367,7.0443,-0.46166,0.0016279,0.00011497,1
1,4,6,8.7442,17.007,-1.4997,0.005,0.00015,1
1,4,7,8.7635,17.302,-0.9975,0,0,1
2,1,6,10.624,-4.4815,-1.4401,0.33921,0.0085212,1
2,1,7,10.44,-5.7958,-0.69559,0.34837,0.012269,1
2,1,8,10.582,-6.6925,0.23534,0.2245,0.026007,1
2,3,6,10.476,1.613,-1.7865,0.25622,0.0064749,1
2,3,7,9.0145,6.6541,-0.85424,0.071034,0.014452,1
2,4,6,9.319,17.109,-1.3778,0,0,1
2,4,7,9.1882,17.218,-1.0727,0,0,1
3,1,6,13.93,-4.3144,-1.424,0.35128,0.0090173,1
3,1,7,14.137,-5.1028,-0.64926,0.3648,0.014495,1
3,1,8,14.17,-5.9349,0.2021,0.2878,0.029236,1
3,2,1,15.381,3.4945,-7.074,0.1325,0.010092,1
3,2,6,14.512,0.31858,-1.7299,0.32125,0.0032508,1
3,2,7,16.027,0.7273,-0.85455,0.37468,0.033147,1
3,2,8,16.428,3.9382,0.49171,0.68105,0.11621,1
3,3,5,16.502,9.9067,-2.1637,0.29857,0.0064476,1
4,1,6,15.481,4.6336,-1.8888,0.30701,0.0059668,1
4,1,7,19.171,-4.9728,-0.58794,0.33744,0.018148,1
4,1,8,19.339,-6.0089,0.23049,0.24168,0.031455,1
4,1,9,19.272,-7.0869,0.90576,0.24647,0.029249,1
4,2,6,18.253,0.80984,-1.6885,0.30414,0.0034257,1
4,2,7,18.051,-2.6091,-1.0666,0.33,0.013908,1
4,2,8,16.796,4.209,0.603,0.19,0,1
4,3,5,18.299,11.371,-2.1995,0.27929,0.0033561,1
4,3,6,18.041,8.0674,-1.7685,0.20479,0.034196,1
4,3,7,18.806,9.2228,-0.90033,0.074148,0.01341,1
4,4,5,19.395,13.298,-2.2694,0.27893,0.0068618,1
4,4,7,19.481,17.067,-1.029,0,0,1
4,5,6,18.503,26.026,-1.6024,0.16091,0.020009,1
