1,4,7,6.1551,-6.7089,-0.91618,0.26585,0.023349,1
1,4,8,7.7225,-6.4295,0.01794,0.36674,0.016637,1
1,4,9,10.895,-6.0902,0.61843,0.41961,0.015696,1
1,5,7,7.6839,-1.8361,-1.5599,0.2562,0.015886,1
1,5,8,9.4346,-2.5981,-0.023093,0.37366,0.017164,1
1,6,7,7.138,0.56106,-1.6537,0.20504,0.0087226,1
1,7,6,6.372,4.6846,-1.7822,0.27729,0.0085586,1
1,7,7,7.4499,4.0616,-1.4297,0.24548,0.017927,1
1,7,8,8.6114,4.8538,-0.31948,0.15394,0.020613,1
1,8,6,5.8776,8.9144,-1.7853,0.22333,0.0063264,1
1,8,7,6.9806,7.545,-1.2139,0.33115,0.013209,1
1,8,8,7.9085,7.687,-0.010603,0.36468,0.010224,1
1,8,9,8.6889,8.6599,0.62102,0.38478,0.012577,1
1,9,6,6.484,9.8999,-1.8533,0.25714,0.0036514,1
1,9,7,6.6397,10.172,-1.1873,0.21962,0.028879,1
1,9,8,6.7834,10.52,0.031492,0.37886,0.016172,1
1,9,9,7.1207,9.818,0.61809,0.35853,0.01311,1
2,2,7,12.903,3.1901,-1.2194,0.169,0.024077,1
2,2,8,19.329,-11.877,0.1095,0.383,0.026112,1
2,2,9,19.364,-11.807,0.89233,0.37,0.0097,1
2,3,7,13.883,-8.1703,-0.67721,0.29,0.021723,1
2,3,8,13.805,-8.2963,-0.084542,0.37375,0.015611,1
2,3,9,13.573,-8.2296,0.64788,0.34375,0.010713,1
2,4,7,15.132,-5.4012,-1.1174,0.30023,0.017925,1
2,4,8,13.034,-5.6923,-0.067621,0.38653,0.013476,1
2,4,9,12.901,-5.3151,0.63693,0.41482,0.0096472,1
2,6,7,15.433,-0.95969,-1.6027,0.26684,0.0081142,1
2,7,2,16.078,3.017,-6.779,0,0,1
2,7,7,15.915,3.951,-1.5691,0.27301,0.013248,1
2,7,8,18.019,3.2186,-0.31199,0.32136,0.047787,1
2,8,7,18.021,7.0639,-1.4062,0.33196,0.012888,1
2,8,8,17.036,8.1543,-0.0026862,0.41234,0.0092823,1
2,8,9,18.458,8.4574,0.77795,0.43085,0.0085338,1
2,9,8,18.419,9.7802,0.089571,0.45311,0.0066606,1
2,10,9,18.431,11.808,0.85221,0.41863,0.0099349,1
3,2,7,20.384,-12.18,-1.4133,0.05,0.0075,1
3,2,9,20.204,-12.053,0.744,0.23,0,1
3,3,7,21.106,-9.211,-1.2083,0.19,0.00864,1
3,3,8,25.104,-8.5689,-0.35706,0.26059,0.014881,1
3,3,9,23.4,-8.211,0.585,0.09,0,1
3,4,7,22.193,-6.0681,-1.0367,0.32975,0.0075299,1
3,4,8,23.2,-7.1539,0.0026585,0.2211,0.024607,1
3,4,9,23.42,-7.3658,0.84158,0.22833,0.0086886,1
3,5,7,22.884,-2.8513,-1.4205,0.29759,0.0065395,1
3,5,8,24.105,-2.5024,-0.0115,0.259,0.03443,1
3,5,9,24.067,-2.4448,0.86262,0.19923,0.029741,1
3,6,7,23.027,0.62028,-1.5787,0.19532,0.0064858,1
3,7,1,20.621,4.367,-8.768,0,0,1
3,7,7,22.84,4.3907,-1.4577,0.20335,0.037019,1
3,7,8,25.605,5.3387,-0.0358,0.0066667,0.00066667,1
3,8,7,22.958,7.5589,-1.2304,0.31073,0.012521,1
3,8,8,23.162,7.9327,-0.015066,0.33713,0.015265,1
3,8,9,23.761,8.0737,0.85713,0.28646,0.036146,1
4,3,8,30.194,-9.6506,-0.048919,0.21378,0.014161,1
4,3,9,32.583,-9.4033,0.88148,0.14857,0.013173,1
4,4,7,30.026,-5.1439,-0.99438,0.2825,0.007451,1
4,4,8,29.85,-6.0578,-0.032893,0.25769,0.008526,1
4,4,9,32.351,-6.3943,0.8066,0.19833,0.018461,1
4,5,7,30.831,-2.8254,-1.3753,0.128,0.0077949,1
4,5,8,30.106,-4.1812,-0.10794,0.23935,0.028766,1
4,7,7,30.589,1.9522,-1.4698,0.026585,0.007053,1
4,7,8,32.004,3.6123,-0.24333,0.24889,0.030069,1
4,8,7,29.03,8.1744,-1.0571,0.24207,0.027338,1
4,8,8,30.858,8.1666,0.070289,0.29711,0.013225,1
4,8,9,30.676,8.13,1.0012,0.18545,0.023354,1
5,2,8,36.888,-12.325,-0.33971,0.024286,0.0027286,1
5,3,9,36.639,-12.294,1.2926,0.244,0.017125,1
5,4,7,38.767,-5.0689,-1.138,0.061818,0.0074164,1
5,4,8,41.567,-5.2632,-0.1742,0,0,1
5,4,9,36.037,-5.538,0.762,0,0,1
5,5,7,39.034,-2.4561,-1.3605,0.0754,0.01316,1
5,5,8,41.503,-2.746,0.03825,0.0525,0.0062568,1
5,5,9,41.557,-2.7572,1.3107,0.1429,0.020495,1
5,8,7,39.522,2.2856,-1.3877,0.033084,0.023516,1
5,8,8,35.64,8.2103,0.092273,0.24273,0.011082,1
6,2,9,38.728,7.6958,1.0922,0.13381,0.014224,1
6,2,10,47.38,-12.065,1.862,0,0,1
6,3,9,44.772,-9.1527,1.4895,0.033529,0.0057243,1
6,3,10,45.497,-9.2367,1.7789,0.011429,0.00091429,1
6,4,7,44.664,-5.4933,-1.0404,0,0,1
6,4,8,45.056,-5.7105,-0.033667,0.01,0.0006,1
6,4,9,43.829,-6.466,0.655,0,0,1
6,4,10,45.695,-8.031,1.778,0,0,1
6,5,7,44.536,-2.6196,-1.03,0.22286,0.080884,1
6,5,8,43.271,-2.3524,-0.40188,0.21625,0.015084,1
6,5,9,42.435,-3.46,1.649,0.16,0,1
6,8,7,47.064,2.673,-1.3371,0.00125,7.5e-05,1
6,8,8,46.978,8.4338,-0.1662,0.065,0.013294,1
6,8,9,44.969,8.4112,1.1715,0.13,0.021093,1
6,8,10,46.128,8.4395,1.795,0.175,0.06125,1
7,4,7,52.605,-5.4742,-1.1748,0.011667,0.00081667,1
7,4,8,53.157,-4.637,-0.542,0,0,1
7,4,9,51.494,-6.7858,1.3543,0,0,1
7,4,10,51.695,-6.755,1.972,0,0,1
7,5,7,54.185,-1.933,-1.024,0,0,1
7,5,8,54.126,-2.3665,-0.27225,0.045,0.0089727,1
7,8,7,53.405,4.6518,-1.2721,0,0,1
7,8,8,53.193,8.015,0.030163,0.04,0.00565,1
7,8,9,53.286,8.0727,1.1697,0.042,0.0075867,1
7,8,10,53.786,8.0474,1.9642,0.077059,0.013135,1
8,3,9,64.663,-9.6302,1.1006,0,0,1
8,5,8,57.605,-2.612,-0.249,0,0,1
8,8,7,60.693,4.182,-1.2504,0,0,1
8,8,8,60.431,6.5909,0.27312,0,0,1
8,8,9,59.636,6.8377,1.1685,0,0,1
9,2,10,59.684,5.9559,2.0288,0.018333,0.0013324,1
9,3,9,65.72,-9.3867,1.4711,0,0,1
9,3,10,66.6,-9.5977,2.0573,0.03,0.0027,1
9,8,9,65.027,6.222,1.201,0,0,1
10,2,10,73.469,-16.976,2.3611,0.044444,0.0042487,1
10,3,8,78.355,-9.103,-0.166,0.07,0.0098,1
10,3,9,78.406,-9.069,1.408,0,0,1
10,3,10,78.74,-9.6714,2.696,0,0,1
10,6,8,78.503,2.0655,-0.042333,0,0,1
10,6,9,78.28,2.176,1.399,0,0,1
10,6,10,78.653,2.067,2.495,0,0,1
10,7,7,76.54,5.1023,-0.86967,0,0,1
10,7,8,76.877,4.1024,0.045891,0,0,1
10,7,9,77.047,4.1194,1.1982,0,0,1
10,7,10,77.003,4.1937,2.4026,0.06125,0.046001,1
10,8,7,76.545,6.57,-0.8714,0,0,1
10,8,8,76.603,6.5925,0.021588,0,0,1
10,8,9,76.643,6.7454,1.1995,0,0,1
